weight,weight_2
0.0115957026,0.0347871078
-0.0027007971,-0.0081023913
0.0240046564,0.0720139692
-0.0489032967,-0.1467098901
0.0966297329,0.2898891987
0.0150676278,0.0452028834
-0.035319333,-0.105957999
-0.1102280481,-0.3306841443
0.0092745936,0.0278237808
-0.0473529352,-0.1420588056
0.0070514325,0.0211542975
0.1721664816,0.5164994448
0.0005975105,0.0017925315
0.1105990247,0.3317970741
-0.0166108509,-0.0498325527
-0.1844524667,-0.5533574001
-0.2266855341,-0.6800566023
-0.051499726,-0.154499178
-0.1232279264,-0.3696837792
-0.1024566661,-0.3073699983
0.0875679588,0.2627038764
0.1086096218,0.3258288654
-0.0415649683,-0.1246949049
0.0470906366,0.1412719098
0.1492430678,0.4477292034
0.0708400805,0.2125202415
0.0122533336,0.0367600008
0.1206517092,0.3619551276
0.1475421215,0.4426263645
0.1126798884,0.3380396652
-0.1103993858,-0.3311981574
0.079538592,0.238615776
-0.1224049855,-0.3672149565
-0.0225702212,-0.0677106636
0.1308603431,0.3925810293
-0.0748514486,-0.2245543458
0.1179910435,0.3539731305
0.0370469539,0.1111408617
-0.0305558329,-0.0916674987
-0.0536353612,-0.1609060836
0.0525563657,0.1576690971
-0.0471885197,-0.1415655591
-0.0433573451,-0.1300720353
0.0279050052,0.0837150156
0.0386514666,0.1159543998
-0.2367324082,-0.7101972246
0.1402875073,0.4208625219
-0.1762990176,-0.5288970528
0.0223410588,0.0670231764
-0.141707948,-0.425123844
0.1030285256,0.3090855768
-0.1360360723,-0.4081082169
0.0865679126,0.2597037378
-0.0473262967,-0.1419788901
0.041406289,0.124218867
0.0669379692,0.2008139076
0.0022146982,0.0066440946
0.0909634808,0.2728904424
0.1139923647,0.3419770941
-0.0397309416,-0.1191928248
0.1270414937,0.3811244811
0.1144568291,0.3433704873
-0.165541099,-0.496623297
0.0254111321,0.0762333963
-0.1902829643,-0.5708488929
-0.0133558011,-0.0400674033
0.0600170184,0.1800510552
0.0133434422,0.0400303266
-0.1722381092,-0.5167143276
-0.0555212831,-0.1665638493
0.093590715,0.280772145
-0.021949598,-0.065848794
-0.0474837712,-0.1424513136
-0.0852802534,-0.2558407602
-0.0634304967,-0.1902914901
-0.0768126226,-0.2304378678
0.1139964171,0.3419892513
-0.1484404314,-0.4453212942
-0.0572472925,-0.1717418775
-0.117995174,-0.353985522
0.0682509456,0.2047528368
-0.1232057408,-0.3696172224
-0.1940445231,-0.5821335693
0.0009274664,0.0027823992
-0.0301347282,-0.0904041846
-0.1364794097,-0.4094382291
0.0180367249,0.0541101747
0.1020974214,0.3062922642
0.073107098,0.219321294
-0.2263594204,-0.6790782612
-0.0460710753,-0.1382132259
0.0344963521,0.1034890563
-0.0132406816,-0.0397220448
-0.0886206044,-0.2658618132
0.0350859196,0.1052577588
0.024027925,0.072083775
0.1195079209,0.3585237627
0.0507364062,0.1522092186
-0.1178878276,-0.3536634828
0.1733088302,0.5199264906
0.1191248547,0.3573745641
-0.1020980344,-0.3062941032
0.1389017941,0.4167053823
0.0029759202,0.0089277606
-0.0811864312,-0.2435592936
0.0182113489,0.0546340467
-0.0228287176,-0.0684861528
-0.0583578893,-0.1750736679
-0.0219087658,-0.0657262974
-0.0310648898,-0.0931946694
0.0411923437,0.1235770311
0.1871965727,0.5615897181
-0.1271779898,-0.3815339694
0.0539383437,0.1618150311
0.0736411503,0.2209234509
-0.0412291019,-0.1236873057
-0.0142702106,-0.0428106318
0.1316882022,0.3950646066
0.0186499013,0.0559497039
0.0673941749,0.2021825247
0.0640537908,0.1921613724
0.0248140421,0.0744421263
-0.0082673287,-0.0248019861
0.1810189228,0.5430567684
-0.0196392554,-0.0589177662
0.024479577,0.073438731
-0.0306273743,-0.0918821229
0.1015217419,0.3045652257
0.1318756302,0.3956268906
-0.0326560229,-0.0979680687
0.0237805995,0.0713417985
0.0882801802,0.2648405406
-0.1842356193,-0.5527068579
-0.1589978833,-0.4769936499
0.0604850553,0.1814551659
0.103565002,0.310695006
0.1082388066,0.3247164198
0.1882066912,0.5646200736
-0.1525931617,-0.4577794851
-0.1213736974,-0.3641210922
-0.0685250823,-0.2055752469
0.0899807083,0.2699421249
0.1277979316,0.3833937948
0.0872515495,0.2617546485
0.113967473,0.341902419
0.0430458946,0.1291376838
-0.0194850815,-0.0584552445
-0.0012727329,-0.0038181987
0.0445163592,0.1335490776
-0.0399164762,-0.1197494286
0.0158074425,0.0474223275
-0.2034783872,-0.6104351616
-0.0244764388,-0.0734293164
-0.0079588333,-0.0238764999
-0.03599428,-0.10798284
-0.0560897482,-0.1682692446
-0.1689357245,-0.5068071735
0.0296667207,0.0890001621
-0.0300723489,-0.0902170467
-0.0938819826,-0.2816459478
0.1034326478,0.3102979434
-0.0965452857,-0.2896358571
0.1312543178,0.3937629534
0.0496170015,0.1488510045
0.0420162686,0.1260488058
-0.1117490131,-0.3352470393
0.1819846801,0.5459540403
-0.0327972938,-0.0983918814
-0.0236114059,-0.0708342177
0.1762141353,0.5286424059
0.0994809733,0.2984429199
-0.0097456845,-0.0292370535
-0.0073965987,-0.0221897961
-0.1083938027,-0.3251814081
0.1743926693,0.5231780079
0.0518419091,0.1555257273
-0.1657558671,-0.4972676013
-0.1917713695,-0.5753141085
0.0700951458,0.2102854374
0.00339294,0.01017882
-0.1580223714,-0.4740671142
-0.1975456569,-0.5926369707
0.0439301978,0.1317905934
0.0778936888,0.2336810664
0.1099458391,0.3298375173
0.1138061135,0.3414183405
-0.1572191601,-0.4716574803
-0.0263712145,-0.0791136435
-0.0136257533,-0.0408772599
-0.0385589855,-0.1156769565
0.0468080529,0.1404241587
0.0917924319,0.2753772957
-0.2100520238,-0.6301560714
0.0352105067,0.1056315201
-0.1043549408,-0.3130648224
0.0023557906,0.0070673718
0.1993459407,0.5980378221
0.0836003173,0.2508009519
0.1239475533,0.3718426599
0.076007301,0.228021903
-0.0890575373,-0.2671726119
-0.0917736195,-0.2753208585
-0.0038711172,-0.0116133516
-0.0263716617,-0.0791149851
0.0919036978,0.2757110934
0.14133483,0.42400449
0.0225543625,0.0676630875
0.0428760914,0.1286282742
0.0553363,0.1660089
0.0708063894,0.2124191682
0.2175794788,0.6527384364
0.0892175798,0.2676527394
-0.0373786211,-0.1121358633
-0.0287944568,-0.0863833704
-0.023500545,-0.070501635
-0.1694742252,-0.5084226756
0.069941767,0.209825301
0.0661213884,0.1983641652
-0.0011027656,-0.0033082968
-0.0595738628,-0.1787215884
-0.0681227494,-0.2043682482
0.0514170418,0.1542511254
0.1267798366,0.3803395098
0.0356470818,0.1069412454
-0.1811385081,-0.5434155243
-0.0162201293,-0.0486603879
-0.0269332689,-0.0807998067
0.0965902,0.2897706
0.3588339369,1.0765018107
-0.1292950201,-0.3878850603
-0.0387220858,-0.1161662574
-0.0322083039,-0.0966249117
0.0385837553,0.1157512659
0.0726158139,0.2178474417
-0.0668823221,-0.2006469663
-0.0207940581,-0.0623821743
-0.2638187627,-0.7914562881
-0.0719980517,-0.2159941551
-0.0600060237,-0.1800180711
-0.0041005051,-0.0123015153
-0.0917095679,-0.2751287037
0.1606037806,0.4818113418
0.0767753441,0.2303260323
0.072117578,0.216352734
-0.1739749547,-0.5219248641
0.2219679522,0.6659038566
-0.0328878039,-0.0986634117
0.0639805687,0.1919417061
-0.0668914153,-0.2006742459
-0.0993351236,-0.2980053708
-0.0617305898,-0.1851917694
-0.065627855,-0.196883565
-0.1312515572,-0.3937546716
0.0268364187,0.0805092561
-0.0541184901,-0.1623554703
-0.1217900065,-0.3653700195
-0.0176787202,-0.0530361606
0.115597779,0.346793337
-0.1432466073,-0.4297398219
0.1134660901,0.3403982703
-0.0026665675,-0.0079997025
-0.0794542937,-0.2383628811
0.1645868182,0.4937604546
-0.0493537478,-0.1480612434
0.0039723194,0.0119169582
0.0570025554,0.1710076662
0.0768931795,0.2306795385
-0.0251147321,-0.0753441963
0.0110690709,0.0332072127
0.0572822186,0.1718466558
0.0377521763,0.1132565289
0.0777150525,0.2331451575
-0.0747630549,-0.2242891647
-0.018848348,-0.056545044
-0.0204903449,-0.0614710347
-0.0845389687,-0.2536169061
0.1867504994,0.5602514982
0.030326235,0.090978705
-0.1898858835,-0.5696576505
0.1101886064,0.3305658192
0.1493504681,0.4480514043
0.0628506217,0.1885518651
-0.0782693793,-0.2348081379
-0.1335671867,-0.4007015601
-0.0387777425,-0.1163332275
0.1981692359,0.5945077077
0.0826249491,0.2478748473
-0.0909331635,-0.2727994905
-0.0911500183,-0.2734500549
-0.0259409166,-0.0778227498
0.0824753592,0.2474260776
0.0817918448,0.2453755344
0.0701700419,0.2105101257
0.0841882734,0.2525648202
-0.0065420097,-0.0196260291
0.0744403586,0.2233210758
-0.0992068384,-0.2976205152
-0.0940691838,-0.2822075514
-0.0159000522,-0.0477001566
0.102569246,0.307707738
-0.0174326546,-0.0522979638
-0.0589398812,-0.1768196436
-0.0337140743,-0.1011422229
-0.0114078025,-0.0342234075
0.1188019702,0.3564059106
-0.0116687044,-0.0350061132
0.0998219037,0.2994657111
0.0218170736,0.0654512208
0.0915168427,0.2745505281
0.1024185854,0.3072557562
-0.0690564909,-0.2071694727
-0.1238507553,-0.3715522659
0.0131539236,0.0394617708
-0.1300598173,-0.3901794519
-0.1229714164,-0.3689142492
0.0464772216,0.1394316648
0.0040943019,0.0122829057
0.0636361929,0.1909085787
0.0211298141,0.0633894423
0.2576468055,0.7729404165
0.093080557,0.279241671
-0.0960373446,-0.2881120338
-0.2193385626,-0.6580156878
0.0573657589,0.1720972767
0.0132246184,0.0396738552
0.1200883692,0.3602651076
-0.0507199602,-0.1521598806
0.1060374856,0.3181124568
-0.0461348427,-0.1384045281
-0.0130705726,-0.0392117178
-0.0199884862,-0.0599654586
0.1447252847,0.4341758541
-0.1300420678,-0.3901262034
0.0344135738,0.1032407214
-0.1967456368,-0.5902369104
-0.1073746133,-0.3221238399
0.1293350928,0.3880052784
0.0357788357,0.1073365071
-0.0131801043,-0.0395403129
-0.2023743438,-0.6071230314
-0.082363082,-0.247089246
-0.0248220296,-0.0744660888
0.0667810714,0.2003432142
0.0734860557,0.2204581671
0.0238652527,0.0715957581
-0.1345331889,-0.4035995667
-0.0858567699,-0.2575703097
0.0532076043,0.1596228129
0.129302495,0.387907485
0.1300347996,0.3901043988
0.0435280092,0.1305840276
0.116289286,0.348867858
0.0202478091,0.0607434273
0.0472395268,0.1417185804
0.0040596627,0.0121789881
-0.0356519845,-0.1069559535
-0.1213700545,-0.3641101635
-0.1552240662,-0.4656721986
0.2205670055,0.6617010165
0.0067740369,0.0203221107
0.0925883284,0.2777649852
-0.193247679,-0.579743037
-0.1096557935,-0.3289673805
0.1299672169,0.3899016507
-0.1506763654,-0.4520290962
0.0889036136,0.2667108408
-0.0631561742,-0.1894685226
-0.0480356704,-0.1441070112
-0.2247795798,-0.6743387394
0.1009449672,0.3028349016
-0.0016654786,-0.0049964358
0.0736418621,0.2209255863
-0.0338353405,-0.1015060215
-0.0748342402,-0.2245027206
-0.0638363184,-0.1915089552
0.0395574942,0.1186724826
0.0247115722,0.0741347166
0.0405309749,0.1215929247
-0.1865251842,-0.5595755526
0.0635129795,0.1905389385
0.0611178973,0.1833536919
-0.0379671086,-0.1139013258
-0.134140421,-0.402421263
0.02314289,0.06942867
0.102246891,0.306740673
0.1398697623,0.4196092869
0.2210477767,0.6631433301
-0.1757801047,-0.5273403141
-0.1906145968,-0.5718437904
0.1359738248,0.4079214744
0.0044939212,0.0134817636
-0.0620814268,-0.1862442804
0.1595644603,0.4786933809
0.0345562071,0.1036686213
-0.0183943474,-0.0551830422
0.1237453352,0.3712360056
-0.0116800583,-0.0350401749
-0.1430240653,-0.4290721959
0.0175114174,0.0525342522
0.1298151087,0.3894453261
-0.1110592918,-0.3331778754
0.0575238615,0.1725715845
0.0165265346,0.0495796038
0.0421154701,0.1263464103
-0.0289699934,-0.0869099802
0.0974127645,0.2922382935
-0.0984420066,-0.2953260198
0.0116620717,0.0349862151
0.1362368882,0.4087106646
0.0348577336,0.1045732008
-0.0282873633,-0.0848620899
0.0057323321,0.0171969963
-0.0157728561,-0.0473185683
0.1288737271,0.3866211813
-0.0772373663,-0.2317120989
0.0911030586,0.2733091758
-0.0905515072,-0.2716545216
-0.0739584741,-0.2218754223
-0.0111274828,-0.0333824484
-0.1716283532,-0.5148850596
0.0769739611,0.2309218833
0.0550611074,0.1651833222
0.0056265321,0.0168795963
-0.1456939079,-0.4370817237
0.070903533,0.212710599
0.0281602627,0.0844807881
0.1501262752,0.4503788256
-0.064286673,-0.192860019
0.1359481923,0.4078445769
0.03580413,0.10741239
-0.0672947437,-0.2018842311
0.1908890893,0.5726672679
-0.1185730554,-0.3557191662
-0.0505040018,-0.1515120054
0.052604905,0.157814715
0.1399801329,0.4199403987
0.0504484023,0.1513452069
0.0091488932,0.0274466796
0.0422721369,0.1268164107
0.0902693802,0.2708081406
0.046731454,0.140194362
0.0046669845,0.0140009535
0.1434614867,0.4303844601
-0.0828010143,-0.2484030429
-0.0129503196,-0.0388509588
-0.1044805175,-0.3134415525
-0.0559311899,-0.1677935697
0.0968351691,0.2905055073
-0.1133462773,-0.3400388319
-0.0074164311,-0.0222492933
-0.112123206,-0.336369618
0.0270486898,0.0811460694
0.1998607202,0.5995821606
0.2330069934,0.6990209802
0.0941540253,0.2824620759
0.0037549448,0.0112648344
-0.0449979712,-0.1349939136
0.0657794123,0.1973382369
0.1248279412,0.3744838236
-0.2196218036,-0.6588654108
0.0469213552,0.1407640656
-0.0260110227,-0.0780330681
0.1065013197,0.3195039591
0.1198712857,0.3596138571
0.1385591014,0.4156773042
-0.0664190717,-0.1992572151
-0.0211294952,-0.0633884856
0.0503872035,0.1511616105
-0.0665491651,-0.1996474953
-0.0729546995,-0.2188640985
-0.2432882223,-0.7298646669
0.2290795104,0.6872385312
-0.0828644744,-0.2485934232
0.023212923,0.069638769
-0.0613071297,-0.1839213891
-0.0210421704,-0.0631265112
-0.174464468,-0.523393404
-0.0494164811,-0.1482494433
-0.0054488297,-0.0163464891
0.0159441147,0.0478323441
0.0069221314,0.0207663942
0.134893933,0.404681799
0.0176284408,0.0528853224
0.0086185237,0.0258555711
0.023344181,0.070032543
-0.0611464927,-0.1834394781
-0.1066341514,-0.3199024542
0.1705011422,0.5115034266
-0.0513002693,-0.1539008079
-0.0195857748,-0.0587573244
-0.1220930024,-0.3662790072
0.1110682981,0.3332048943
-0.0270535471,-0.0811606413
-0.1202300692,-0.3606902076
-0.0760634687,-0.2281904061
-0.093600625,-0.280801875
0.0493125647,0.1479376941
-0.14624659,-0.43873977
-0.0490449846,-0.1471349538
0.0074438243,0.0223314729
0.2247186532,0.6741559596
-0.0042605485,-0.0127816455
0.1281109628,0.3843328884
-0.0461158693,-0.1383476079
-0.0099365267,-0.0298095801
0.1015476842,0.3046430526
0.0271281605,0.0813844815
0.0831831555,0.2495494665
0.0610332318,0.1830996954
0.09666207,0.28998621
0.0925384715,0.2776154145
0.1087474161,0.3262422483
-0.0023334049,-0.0070002147
0.049960601,0.149881803
0.0463901266,0.1391703798
-0.0389148047,-0.1167444141
0.058115838,0.174347514
0.1199988712,0.3599966136
-0.1533378452,-0.4600135356
0.060269334,0.180808002
0.0757123509,0.2271370527
0.0250655583,0.0751966749
0.0979105163,0.2937315489
0.0015460597,0.0046381791
-0.0659171386,-0.1977514158
-0.0075396561,-0.0226189683
-0.0128618897,-0.0385856691
-0.1232641486,-0.3697924458
-0.0167807299,-0.0503421897
-0.0640024576,-0.1920073728
-0.2053545786,-0.6160637358
0.0521822805,0.1565468415
0.1508880198,0.4526640594
0.1153300145,0.3459900435
0.1259444157,0.3778332471
0.058602022,0.175806066
-0.0226792564,-0.0680377692
-0.1352942644,-0.4058827932
-0.054199775,-0.162599325
0.1410477485,0.4231432455
-0.1985414862,-0.5956244586
-0.1186444407,-0.3559333221
0.2299731367,0.6899194101
0.1928612304,0.5785836912
0.1399313243,0.4197939729
-0.2141744641,-0.6425233923
-0.0027383671,-0.0082151013
-0.0539838587,-0.1619515761
0.0914996662,0.2744989986
-0.1147360304,-0.3442080912
0.0957514052,0.2872542156
0.0037281042,0.0111843126
0.1712679349,0.5138038047
-0.0163505981,-0.0490517943
-0.0034009498,-0.0102028494
0.0420228035,0.1260684105
-0.0843979886,-0.2531939658
0.0397786906,0.1193360718
0.100129828,0.300389484
0.0139729444,0.0419188332
0.019455672,0.058367016
-0.030409012,-0.091227036
-0.0443179731,-0.1329539193
0.0221859926,0.0665579778
0.0331302596,0.0993907788
-0.0763317394,-0.2289952182
0.1445860318,0.4337580954
-0.3080949355,-0.9242848065
-0.014584682,-0.043754046
0.1863699726,0.5591099178
0.0635131626,0.1905394878
-0.0418288022,-0.1254864066
0.0213978684,0.0641936052
-0.043462983,-0.130388949
-0.1859720964,-0.5579162892
0.1653030154,0.4959090462
-0.0484507423,-0.1453522269
-0.0513976732,-0.1541930196
-0.0175303487,-0.0525910461
0.0442848634,0.1328545902
0.0295562852,0.0886688556
-0.0891766565,-0.2675299695
-0.1811781385,-0.5435344155
0.0777301538,0.2331904614
-0.2068986722,-0.6206960166
0.0277092434,0.0831277302
-0.1230849793,-0.3692549379
-0.0129539296,-0.0388617888
-0.0575758465,-0.1727275395
-0.0795076104,-0.2385228312
0.0078641927,0.0235925781
-0.0992015209,-0.2976045627
0.095444039,0.286332117
-0.1736409884,-0.5209229652
0.0697915418,0.2093746254
-0.0875664373,-0.2626993119
-0.0561055562,-0.1683166686
-0.0184002527,-0.0552007581
0.0112697474,0.0338092422
0.0018185656,0.0054556968
-0.1504218283,-0.4512654849
0.033082868,0.099248604
-0.0211770524,-0.0635311572
-0.0153666767,-0.0461000301
-0.0254674217,-0.0764022651
0.2425340844,0.7276022532
0.0329775251,0.0989325753
-0.158636262,-0.475908786
0.0757126696,0.2271380088
-0.0886443579,-0.2659330737
-0.0822252138,-0.2466756414
0.0905669445,0.2717008335
-0.0399477159,-0.1198431477
-0.0555671366,-0.1667014098
0.0058329799,0.0174989397
-0.0365652107,-0.1096956321
-0.056600064,-0.169800192
0.025667332,0.077001996
0.080055361,0.240166083
0.0779351737,0.2338055211
0.0641930355,0.1925791065
0.0674521942,0.2023565826
-0.0124846424,-0.0374539272
0.101011245,0.303033735
-0.0225464827,-0.0676394481
-0.2346985783,-0.7040957349
0.0234000045,0.0702000135
0.1155513639,0.3466540917
-0.0937256445,-0.2811769335
-0.0771468907,-0.2314406721
-0.113833604,-0.341500812
0.028317151,0.084951453
-0.0643997931,-0.1931993793
0.0029397081,0.0088191243
-0.0385166604,-0.1155499812
0.22794569,0.68383707
0.0720310365,0.2160931095
-0.1469005048,-0.4407015144
0.0339137539,0.1017412617
-0.0166103758,-0.0498311274
0.1020767531,0.3062302593
0.1530999566,0.4592998698
0.0146774741,0.0440324223
0.1204895252,0.3614685756
-0.0870335788,-0.2611007364
-0.0972525584,-0.2917576752
-0.0828068243,-0.2484204729
0.1762825591,0.5288476773
0.0395659669,0.1186979007
-0.002078733,-0.006236199
-0.1212191775,-0.3636575325
-0.0735597386,-0.2206792158
0.1291725641,0.3875176923
0.0279525046,0.0838575138
