height,height_2
-0.2145047532,-0.4290095064
1.2892030654,2.5784061308
0.3992257444,0.7984514888
1.344584574,2.689169148
0.8382101161,1.6764202322
-0.2324755574,-0.4649511148
1.6989866784,3.3979733568
1.1148155555,2.229631111
0.7029641718,1.4059283436
-1.4173089722,-2.8346179444
1.3240129696,2.6480259392
1.9527990026,3.9055980052
0.7743767463,1.5487534926
1.266725231,2.533450462
-0.5466237981,-1.0932475962
-0.009175404,-0.018350808
1.8717061086,3.7434122172
-0.3376219627,-0.6752439254
-1.0282727964,-2.0565455928
-0.2647268781,-0.5294537562
-0.2039397815,-0.407879563
1.8508885596,3.7017771192
-1.3748488855,-2.749697771
-0.7344457852,-1.4688915704
1.6050473861,3.2100947722
-1.9980625678,-3.9961251356
0.1319396468,0.2638792936
-0.1147321165,-0.229464233
-0.0507161692,-0.1014323384
0.934004738,1.868009476
-0.8082442172,-1.6164884344
0.9231824437,1.8463648874
-0.4750093194,-0.9500186388
0.4806533586,0.9613067172
-1.9134503324,-3.8269006648
0.7544311993,1.5088623986
-0.2672429942,-0.5344859884
-0.1960809967,-0.3921619934
0.7191890618,1.4383781236
1.2103905268,2.4207810536
-0.6994098518,-1.3988197036
-1.381171328,-2.762342656
-0.9133432508,-1.8266865016
-1.6293156343,-3.2586312686
0.8165304577,1.6330609154
1.058434681,2.116869362
1.093217765,2.18643553
0.8007127596,1.6014255192
0.997427389,1.994854778
1.5765073914,3.1530147828
0.3995063389,0.7990126778
-1.3555579418,-2.7111158836
0.9474993451,1.8949986902
1.9888638714,3.9777277428
1.1226092493,2.2452184986
-0.9364968212,-1.8729936424
1.6616602847,3.3233205694
1.3815416265,2.763083253
1.0697513921,2.1395027842
0.3876921469,0.7753842938
-1.0911748558,-2.1823497116
0.4845082946,0.9690165892
0.681698421,1.363396842
-1.0816972442,-2.1633944884
1.6993558537,3.3987117074
-1.5097708646,-3.0195417292
0.7653519548,1.5307039096
-1.8895245269,-3.7790490538
1.9819618585,3.963923717
1.4309974313,2.8619948626
-0.1677024662,-0.3354049324
0.3824079493,0.7648158986
-1.8317798972,-3.6635597944
-0.1198749794,-0.2397499588
-0.5097994804,-1.0195989608
-1.1273451,-2.2546902
0.8447723882,1.6895447764
1.095794932,2.191589864
0.5943311863,1.1886623726
1.3691346757,2.7382693514
1.8690879196,3.7381758392
-0.7519356124,-1.5038712248
0.8364250399,1.6728500798
-0.9804875022,-1.9609750044
0.4620464817,0.9240929634
-1.1566994907,-2.3133989814
-1.9059164226,-3.8118328452
1.0761518143,2.1523036286
-1.230353443,-2.460706886
-0.8007128863,-1.6014257726
-1.9066688847,-3.8133377694
-0.4359916253,-0.8719832506
0.9113512347,1.8227024694
-0.0844194684,-0.1688389368
-1.5370962638,-3.0741925276
-0.986825089,-1.973650178
-0.6164344149,-1.2328688298
-1.5400148015,-3.080029603
-0.0627483102,-0.1254966204
0.9031263953,1.8062527906
-1.8780308515,-3.756061703
-0.7208426492,-1.4416852984
1.8614542652,3.7229085304
-1.0908323284,-2.1816646568
-1.4022702202,-2.8045404404
1.8098614924,3.6197229848
0.4239412015,0.847882403
1.0221327776,2.0442655552
0.193011689,0.386023378
-1.5605540564,-3.1211081128
-1.0296237879,-2.0592475758
-0.94263379,-1.88526758
-0.6572323777,-1.3144647554
1.9211799353,3.8423598706
-1.8979012892,-3.7958025784
1.7833810132,3.5667620264
-0.9335816568,-1.8671633136
-1.8930509463,-3.7861018926
-0.9406454302,-1.8812908604
-1.6305364771,-3.2610729542
-0.8623863729,-1.7247727458
-0.5124763586,-1.0249527172
1.5403239839,3.0806479678
-0.3920625513,-0.7841251026
-1.5228087325,-3.045617465
-0.0720303571,-0.1440607142
-1.554553682,-3.109107364
0.1207109876,0.2414219752
-1.4540726738,-2.9081453476
-1.0190689797,-2.0381379594
1.1023418307,2.2046836614
1.7312410735,3.462482147
0.5676460983,1.1352921966
0.3273575101,0.6547150202
1.1070718272,2.2141436544
1.1438484332,2.2876968664
-1.7420711275,-3.484142255
-1.2689190395,-2.537838079
-1.0897712205,-2.179542441
1.0588030377,2.1176060754
0.6835167054,1.3670334108
-0.802043885,-1.60408777
1.9771646475,3.954329295
-1.1392922308,-2.2785844616
-0.3742223457,-0.7484446914
-1.2946824078,-2.5893648156
0.0952372039,0.1904744078
-0.4090666808,-0.8181333616
0.8495193059,1.6990386118
0.2871891744,0.5743783488
-0.1644445984,-0.3288891968
-0.9615790397,-1.9231580794
-0.5794111667,-1.1588223334
-1.3324398138,-2.6648796276
1.8398744958,3.6797489916
1.9571024878,3.9142049756
-1.0785059733,-2.1570119466
0.4056581873,0.8113163746
0.2370694047,0.4741388094
-1.2629204029,-2.5258408058
1.3731994163,2.7463988326
-0.232562731,-0.465125462
-0.7736680098,-1.5473360196
1.3563165814,2.7126331628
-1.1661342531,-2.3322685062
-0.8410354527,-1.6820709054
0.9643034255,1.928606851
0.8219118267,1.6438236534
-1.3197430223,-2.6394860446
0.0964361904,0.1928723808
1.6865673019,3.3731346038
-0.8043779777,-1.6087559554
-0.6141133225,-1.228226645
-0.1576478118,-0.3152956236
1.0538824359,2.1077648718
0.6165017616,1.2330035232
1.5299648633,3.0599297266
1.4877693746,2.9755387492
0.8076619813,1.6153239626
0.6384333223,1.2768666446
-1.338027806,-2.676055612
0.8488345752,1.6976691504
-0.9685625285,-1.937125057
1.6787155429,3.3574310858
1.1631782893,2.3263565786
1.9114560317,3.8229120634
0.1544018872,0.3088037744
-0.8879909357,-1.7759818714
1.4463682417,2.8927364834
1.2379591903,2.4759183806
1.7356480602,3.4712961204
-1.9453997277,-3.8907994554
1.5599709125,3.119941825
1.1873135697,2.3746271394
-1.6668832982,-3.3337665964
1.490400699,2.980801398
0.3326357389,0.6652714778
1.8897170685,3.779434137
-0.5019759936,-1.0039519872
-1.3838098869,-2.7676197738
-0.4590921849,-0.9181843698
-1.7873812933,-3.5747625866
-0.9970867876,-1.9941735752
1.0580661986,2.1161323972
-1.1412856132,-2.2825712264
-0.0470015137,-0.0940030274
-0.8696427448,-1.7392854896
1.5874142684,3.1748285368
-1.7641269751,-3.5282539502
-1.6310504572,-3.2621009144
0.5781664653,1.1563329306
-1.5799959172,-3.1599918344
-0.7059671348,-1.4119342696
0.9216087358,1.8432174716
-1.5352774458,-3.0705548916
1.754898821,3.509797642
-0.8254663674,-1.6509327348
0.1738484595,0.347696919
1.7700201599,3.5400403198
0.9744487759,1.9488975518
0.211386634,0.422773268
-1.9394796146,-3.8789592292
-0.7188648265,-1.437729653
0.5329724709,1.0659449418
1.3862859504,2.7725719008
-0.7397351051,-1.4794702102
-1.8107781066,-3.6215562132
1.5115864119,3.0231728238
-1.8345515952,-3.6691031904
0.9096020283,1.8192040566
1.2782108868,2.5564217736
1.6776291728,3.3552583456
0.2870026743,0.5740053486
-0.5146257551,-1.0292515102
1.3474780507,2.6949561014
-0.0526332166,-0.1052664332
1.4734785119,2.9469570238
-1.9483956378,-3.8967912756
1.771503007,3.543006014
0.199276532,0.398553064
1.8832089528,3.7664179056
1.6393866837,3.2787733674
-1.22489795,-2.4497959
-1.1773031075,-2.354606215
-1.9821345387,-3.9642690774
0.5901229084,1.1802458168
-0.0959673766,-0.1919347532
-1.2097813962,-2.4195627924
0.2288316833,0.4576633666
1.8717001658,3.7434003316
1.9279835038,3.8559670076
1.9898022944,3.9796045888
-0.8233120423,-1.6466240846
1.6256028684,3.2512057368
0.7479029791,1.4958059582
-0.0832149601,-0.1664299202
1.8257001704,3.6514003408
-0.9978642277,-1.9957284554
-0.3346248781,-0.6692497562
-1.6241683699,-3.2483367398
0.8962404113,1.7924808226
0.2800722085,0.560144417
1.255453621,2.510907242
0.5582042458,1.1164084916
0.9929248709,1.9858497418
-1.4044860611,-2.8089721222
-0.1764204418,-0.3528408836
0.4912179066,0.9824358132
-0.4306557672,-0.8613115344
0.6131539373,1.2263078746
-1.0201697852,-2.0403395704
-0.1928116698,-0.3856233396
-0.3749419395,-0.749883879
-1.6943918578,-3.3887837156
0.0726842415,0.145368483
-0.4829727476,-0.9659454952
0.4657010483,0.9314020966
-0.8669647779,-1.7339295558
-1.3626092095,-2.725218419
0.1780458121,0.3560916242
-1.5603856742,-3.1207713484
-1.804067337,-3.608134674
-1.0214647185,-2.042929437
0.055305318,0.110610636
1.3349560145,2.669912029
-0.5572796511,-1.1145593022
-0.5640443182,-1.1280886364
1.1273607844,2.2547215688
1.6632161504,3.3264323008
0.4977653585,0.995530717
1.2045201035,2.409040207
-1.898303967,-3.796607934
-1.6521873446,-3.3043746892
0.5534056714,1.1068113428
-0.509849811,-1.019699622
1.1151574953,2.2303149906
-1.9290208081,-3.8580416162
0.1263014805,0.252602961
-1.5606023939,-3.1212047878
1.1424210062,2.2848420124
-1.7712164288,-3.5424328576
-1.6770982016,-3.3541964032
0.5710563473,1.1421126946
-1.6098507112,-3.2197014224
-0.9263367532,-1.8526735064
0.0807062201,0.1614124402
1.9046327341,3.8092654682
-1.7950988449,-3.5901976898
0.2134357123,0.4268714246
1.4036724092,2.8073448184
0.4093242791,0.8186485582
-1.6013169419,-3.2026338838
0.3780174684,0.7560349368
-0.6519502457,-1.3039004914
1.5637970502,3.1275941004
-1.7004121644,-3.4008243288
-0.0232761782,-0.0465523564
1.8371445276,3.6742890552
-1.8089004336,-3.6178008672
0.9436046761,1.8872093522
1.605404539,3.210809078
-1.4711674191,-2.9423348382
-1.9497402478,-3.8994804956
0.6221956918,1.2443913836
-0.3272155588,-0.6544311176
-1.2852330953,-2.5704661906
1.7884594379,3.5769188758
1.6031669732,3.2063339464
1.253054997,2.506109994
-0.8707745941,-1.7415491882
0.9996022666,1.9992045332
-0.418548109,-0.837096218
-1.7507672543,-3.5015345086
-1.2373569002,-2.4747138004
-1.0124981916,-2.0249963832
0.2880729372,0.5761458744
-0.775268021,-1.550536042
0.1922915457,0.3845830914
-0.4523426648,-0.9046853296
1.3950584745,2.790116949
1.9412125815,3.882425163
-0.4208386363,-0.8416772726
0.376951132,0.753902264
1.1841495754,2.3682991508
0.81237478,1.62474956
-0.3455007449,-0.6910014898
1.3931855084,2.7863710168
1.1655530119,2.3311060238
1.6529091746,3.3058183492
-1.8061007699,-3.6122015398
1.0076487698,2.0152975396
0.7853316069,1.5706632138
-1.7657498633,-3.5314997266
1.1768764984,2.3537529968
0.2975462209,0.5950924418
-1.4128749715,-2.825749943
-1.8348452123,-3.6696904246
1.3812468415,2.762493683
0.2757241065,0.551448213
-1.6509512905,-3.301902581
-0.648904576,-1.297809152
0.9133658288,1.8267316576
0.4146826835,0.829365367
1.1549120983,2.3098241966
-0.1098894272,-0.2197788544
-1.9653712064,-3.9307424128
-1.5602248954,-3.1204497908
0.3769207858,0.7538415716
-0.319103688,-0.638207376
1.9679248836,3.9358497672
0.8279158305,1.655831661
-0.8890593899,-1.7781187798
-0.3572642813,-0.7145285626
0.2297986038,0.4595972076
1.4125381894,2.8250763788
1.8865239704,3.7730479408
0.2769248793,0.5538497586
1.6879441701,3.3758883402
-0.2036458906,-0.4072917812
-0.8023077594,-1.6046155188
-1.4377352176,-2.8754704352
-0.2662760243,-0.5325520486
-0.3150021089,-0.6300042178
-0.9037375757,-1.8074751514
-0.0473300368,-0.0946600736
1.3596673617,2.7193347234
0.4997206237,0.9994412474
0.4348122291,0.8696244582
1.3111949805,2.622389961
0.385321727,0.770643454
-0.1187851541,-0.2375703082
0.7559952866,1.5119905732
-0.8239709288,-1.6479418576
1.2642814387,2.5285628774
-1.2165425224,-2.4330850448
-1.966099239,-3.932198478
0.5094006173,1.0188012346
0.192757207,0.385514414
0.7122478122,1.4244956244
-0.5455677798,-1.0911355596
1.2708136793,2.5416273586
1.307849844,2.615699688
-1.49375779,-2.98751558
-0.0261000367,-0.0522000734
1.4464804819,2.8929609638
-0.5170461768,-1.0340923536
-1.8988155918,-3.7976311836
-0.1295817094,-0.2591634188
-0.7479283772,-1.4958567544
0.9118081005,1.823616201
-1.6050584735,-3.210116947
0.8909192737,1.7818385474
1.6757725803,3.3515451606
0.8074067608,1.6148135216
0.3115761541,0.6231523082
1.7245877553,3.4491755106
0.2449764749,0.4899529498
-1.0821778346,-2.1643556692
0.4631584035,0.926316807
0.2371939542,0.4743879084
1.2053605337,2.4107210674
-1.7946595326,-3.5893190652
1.2389513655,2.477902731
1.0518442523,2.1036885046
1.0421241643,2.0842483286
-1.495068348,-2.990136696
-1.8497443125,-3.699488625
1.6458654841,3.2917309682
0.4955832101,0.9911664202
-0.5021500029,-1.0043000058
-1.3648333,-2.7296666
-1.6701365989,-3.3402731978
-1.4972674605,-2.994534921
0.7560322108,1.5120644216
1.7857365143,3.5714730286
0.8236576458,1.6473152916
1.3277114071,2.6554228142
1.9516392527,3.9032785054
-0.1915043611,-0.3830087222
-1.8704285016,-3.7408570032
-1.2105838405,-2.421167681
1.1726595657,2.3453191314
-1.9424633477,-3.8849266954
-0.1308908975,-0.261781795
-1.4784934456,-2.9569868912
-0.9681996638,-1.9363993276
0.39007953,0.78015906
1.8659932204,3.7319864408
0.0228329897,0.0456659794
1.3501838967,2.7003677934
-0.5955190025,-1.191038005
1.912395196,3.824790392
1.9428106053,3.8856212106
-1.216249329,-2.432498658
-1.4178232932,-2.8356465864
1.6772711696,3.3545423392
-0.8272531666,-1.6545063332
1.2712556645,2.542511329
0.8366796989,1.6733593978
1.5635336209,3.1270672418
-1.4482200528,-2.8964401056
1.7495597638,3.4991195276
-0.8189599449,-1.6379198898
1.7343005007,3.4686010014
0.129986384,0.259972768
-1.9297371721,-3.8594743442
-1.3394668745,-2.678933749
0.0362445572,0.0724891144
0.1474913377,0.2949826754
1.2483051568,2.4966103136
-1.4764852896,-2.9529705792
-1.6746241385,-3.349248277
1.6158886291,3.2317772582
0.5640760157,1.1281520314
1.8586705551,3.7173411102
-0.6618108964,-1.3236217928
-1.3605945371,-2.7211890742
1.8933268311,3.7866536622
1.3846854875,2.769370975
0.5670913449,1.1341826898
0.650906329,1.301812658
-0.484534909,-0.969069818
-1.6206159554,-3.2412319108
1.0046334025,2.009266805
-1.3815452037,-2.7630904074
-1.4137321105,-2.827464221
1.2079098709,2.4158197418
-1.2792447805,-2.558489561
1.2282091854,2.4564183708
0.7797831409,1.5595662818
1.4844760299,2.9689520598
1.8528249133,3.7056498266
1.4211374605,2.842274921
-1.9166850988,-3.8333701976
-1.2852193015,-2.570438603
1.2989623044,2.5979246088
-1.4426287143,-2.8852574286
1.3606210314,2.7212420628
-1.5709161637,-3.1418323274
-0.5045172404,-1.0090344808
1.2890918609,2.5781837218
1.5895270025,3.179054005
0.2276326781,0.4552653562
-0.0040761083,-0.0081522166
1.5430900389,3.0861800778
-1.725750681,-3.451501362
1.6201776071,3.2403552142
-1.562542038,-3.125084076
1.3651332138,2.7302664276
0.6028684014,1.2057368028
0.021977487,0.043954974
1.8118147198,3.6236294396
-1.2426478611,-2.4852957222
-1.8919478739,-3.7838957478
1.4251159411,2.8502318822
1.4098894941,2.8197789882
-0.8373913774,-1.6747827548
-0.9320407175,-1.864081435
-0.845023226,-1.690046452
-1.4299772158,-2.8599544316
1.7773807691,3.5547615382
1.760973379,3.521946758
0.4839231847,0.9678463694
1.3555267295,2.711053459
0.0060208598,0.0120417196
1.6266693268,3.2533386536
-0.3199275332,-0.6398550664
-1.1397315217,-2.2794630434
-1.582981376,-3.165962752
-1.5508142887,-3.1016285774
-1.1609484376,-2.3218968752
1.3006509878,2.6013019756
0.880481069,1.760962138
-1.8294937052,-3.6589874104
0.5622566091,1.1245132182
0.9657378271,1.9314756542
-1.2578914259,-2.5157828518
0.4875866268,0.9751732536
-1.5907739494,-3.1815478988
1.0246824538,2.0493649076
-0.2396002356,-0.4792004712
1.788497773,3.576995546
-1.3429404264,-2.6858808528
0.8363476284,1.6726952568
-1.1996996067,-2.3993992134
-0.9948920775,-1.989784155
-1.0818414502,-2.1636829004
-1.0428915797,-2.0857831594
-1.7521566022,-3.5043132044
-0.1061179638,-0.2122359276
0.0120688491,0.0241376982
1.237350245,2.47470049
-1.6552703157,-3.3105406314
1.0724831931,2.1449663862
0.5632287301,1.1264574602
1.3754219683,2.7508439366
0.9565219125,1.913043825
0.1012834171,0.2025668342
-0.0412661768,-0.0825323536
-0.3707989594,-0.7415979188
-0.9432496335,-1.886499267
-1.9219682412,-3.8439364824
-1.5805737963,-3.1611475926
-1.5863134451,-3.1726268902
1.2502793493,2.5005586986
1.6840165937,3.3680331874
-1.5143088913,-3.0286177826
-1.2015556404,-2.4031112808
-1.8342336165,-3.668467233
1.5590945752,3.1181891504
1.5960987862,3.1921975724
1.5593358865,3.118671773
-1.9755497072,-3.9510994144
-0.2484933427,-0.4969866854
-1.4941704609,-2.9883409218
1.8339819778,3.6679639556
0.6159780268,1.2319560536
1.2673762618,2.5347525236
0.3518661046,0.7037322092
-0.1326634865,-0.265326973
0.7164468402,1.4328936804
-1.803889513,-3.607779026
-1.5898896726,-3.1797793452
1.4532821849,2.9065643698
1.9879879355,3.975975871
0.769335391,1.538670782
0.7590583935,1.518116787
-0.6359100249,-1.2718200498
1.567515132,3.135030264
1.6969344402,3.3938688804
-0.3568229545,-0.713645909
1.1755100107,2.3510200214
1.9329831358,3.8659662716
1.0094276089,2.0188552178
1.3670721836,2.7341443672
-1.5391995599,-3.0783991198
-0.8661632827,-1.7323265654
1.988141858,3.976283716
0.4950898709,0.9901797418
0.4805558249,0.9611116498
-0.2908046842,-0.5816093684
-0.4808200663,-0.9616401326
-0.8429580694,-1.6859161388
-0.4373998642,-0.8747997284
0.119995283,0.239990566
-0.8941176245,-1.788235249
0.3536260631,0.7072521262
1.3724917807,2.7449835614
0.7942559561,1.5885119122
-1.1867225608,-2.3734451216
-0.8555803541,-1.7111607082
-1.8068658924,-3.6137317848
-1.1538118338,-2.3076236676
-1.5767302159,-3.1534604318
-1.2144742021,-2.4289484042
-0.9567996161,-1.9135992322
-1.7249380648,-3.4498761296
-1.9967242954,-3.9934485908
-1.1744679743,-2.3489359486
1.8268686803,3.6537373606
1.8764799489,3.7529598978
1.1939645102,2.3879290204
0.6993099945,1.398619989
1.4579675393,2.9159350786
1.4815308256,2.9630616512
1.0931889191,2.1863778382
-1.7765619047,-3.5531238094
1.6059492109,3.2118984218
0.001444635,0.00288927
-1.437123185,-2.87424637
-0.5540921809,-1.1081843618
1.2292892253,2.4585784506
1.2173360968,2.4346721936
-0.2670757445,-0.534151489
-0.7214821121,-1.4429642242
0.8926413162,1.7852826324
1.9215050377,3.8430100754
-0.6525614457,-1.3051228914
0.3086056877,0.6172113754
0.0298640309,0.0597280618
-1.026644296,-2.053288592
-1.9075515326,-3.8151030652
-1.7983200178,-3.5966400356
-1.6920656329,-3.3841312658
-1.565376075,-3.13075215
1.3729805006,2.7459610012
-0.117191432,-0.234382864
-0.7465611063,-1.4931222126
-0.8968711169,-1.7937422338
-1.0323630618,-2.0647261236
0.420569282,0.841138564
1.6635134378,3.3270268756
1.839915256,3.679830512
-1.3423065124,-2.6846130248
-1.8782958966,-3.7565917932
0.3256743019,0.6513486038
0.8320355155,1.664071031
-0.8241343601,-1.6482687202
-1.275063795,-2.55012759
1.3962051952,2.7924103904
0.1305145221,0.2610290442
1.4388932204,2.8777864408
-1.5991533259,-3.1983066518
1.0145569034,2.0291138068
-0.1168362638,-0.2336725276
0.7921029143,1.5842058286
0.8220862653,1.6441725306
-0.1746662371,-0.3493324742
-0.0850025918,-0.1700051836
-0.1571510313,-0.3143020626
1.1587512111,2.3175024222
1.9011004781,3.8022009562
1.9413881814,3.8827763628
-0.850014979,-1.700029958
0.7185375514,1.4370751028
-1.269182655,-2.53836531
0.9334450327,1.8668900654
1.9145992612,3.8291985224
-1.3202835461,-2.6405670922
-0.9967956766,-1.9935913532
-0.9345174804,-1.8690349608
-0.9823179124,-1.9646358248
0.811994019,1.623988038
-0.3704474932,-0.7408949864
-0.9153850386,-1.8307700772
-1.4512785906,-2.9025571812
-1.0395909799,-2.0791819598
-1.0251766918,-2.0503533836
-0.7377155125,-1.475431025
-1.2552459873,-2.5104919746
1.5148225371,3.0296450742
1.6858042628,3.3716085256
-1.3351714546,-2.6703429092
1.4892368689,2.9784737378
1.4795998549,2.9591997098
1.0974422479,2.1948844958
-1.9011455728,-3.8022911456
0.0197967393,0.0395934786
1.4744285112,2.9488570224
-1.3142459774,-2.6284919548
-1.5929484935,-3.185896987
1.2971475068,2.5942950136
-0.2385799633,-0.4771599266
-1.1564383702,-2.3128767404
-1.1503490051,-2.3006980102
1.5280781304,3.0561562608
0.643657485,1.28731497
1.3978112908,2.7956225816
-0.5623529386,-1.1247058772
-1.7115846649,-3.4231693298
-1.282835193,-2.565670386
-1.2359865895,-2.471973179
-1.3780100746,-2.7560201492
1.5651974855,3.130394971
-0.500182935,-1.00036587
-0.5588345528,-1.1176691056
0.2529388443,0.5058776886
0.3629831783,0.7259663566
1.4201043751,2.8402087502
-0.7806332763,-1.5612665526
0.3208143096,0.6416286192
0.2796702115,0.559340423
-1.3854632489,-2.7709264978
1.6492199795,3.298439959
-0.1572420932,-0.3144841864
0.8447927767,1.6895855534
0.2120116595,0.424023319
-1.6087955376,-3.2175910752
-1.3863031082,-2.7726062164
0.8719282728,1.7438565456
-0.0506476332,-0.1012952664
-0.1040105093,-0.2080210186
-1.4240493979,-2.8480987958
-1.3786561284,-2.7573122568
-0.6294610202,-1.2589220404
-0.7353964699,-1.4707929398
1.059939458,2.119878916
-0.9624995394,-1.9249990788
-1.1763038859,-2.3526077718
1.124009165,2.24801833
0.3477084963,0.6954169926
1.7537643332,3.5075286664
-0.2378994785,-0.475798957
1.4473271118,2.8946542236
1.559275032,3.118550064
0.1353193372,0.2706386744
0.5076305792,1.0152611584
-1.0291345241,-2.0582690482
-0.7554854779,-1.5109709558
-0.6806237977,-1.3612475954
0.0608906914,0.1217813828
-0.6879744632,-1.3759489264
1.2441280782,2.4882561564
1.0195129486,2.0390258972
1.1740596825,2.348119365
-1.2883273354,-2.5766546708
